fold,model,feature,importance
7,random_forest,count_7d_missing,0.0
7,random_forest,count_30d_missing,0.0
7,random_forest,max_mag_7d_missing,0.0002797676986201066
7,random_forest,max_mag_30d_missing,0.00039321444643220465
7,random_forest,mean_depth_30d_missing,0.0002552881963480573
7,random_forest,days_since_m5_missing,0.0
7,random_forest,min_fault_dist_km_missing,0.00018349838359990465
7,random_forest,mean_fault_dist_km_7d_missing,0.000293017945148697
7,random_forest,pct_near_fault_30d_missing,0.00040881575283059645
7,random_forest,num_clusters_30d_missing,0.0
7,random_forest,largest_cluster_size_30d_missing,0.0
7,random_forest,pct_clustered_30d_missing,0.0
7,random_forest,max_grid_cell_count_30d_missing,0.0
7,random_forest,b_value_180d_missing,0.0004886499727419994
7,random_forest,a_value_180d_missing,0.0006473493620646879
7,random_forest,delta_b_90d_missing,0.0002386882742819
7,random_forest,province_Davao De Oro,0.0037124884041631915
7,random_forest,province_Davao Del Norte,0.01052328596778264
7,random_forest,province_Davao Del Sur,0.004009141843552133
7,random_forest,province_Davao Occidental,0.0023506895945127463
7,random_forest,province_Davao Oriental,0.0003170954555204454
7,gradient_boosting,count_1d,0.0012119428964908658
7,gradient_boosting,count_7d,0.005268213331408998
7,gradient_boosting,count_30d,0.7100775992171862
7,gradient_boosting,max_mag_7d,0.00831103823398377
7,gradient_boosting,max_mag_30d,0.008828161581385743
7,gradient_boosting,mean_depth_30d,0.02749343363509169
7,gradient_boosting,days_since_m5,0.07449893381641363
7,gradient_boosting,min_fault_dist_km,0.010164528236993322
7,gradient_boosting,mean_fault_dist_km_7d,0.029721659439603323
7,gradient_boosting,pct_near_fault_30d,0.02609083945992578
7,gradient_boosting,num_clusters_30d,0.007228568411016067
7,gradient_boosting,largest_cluster_size_30d,0.004511966008770968
7,gradient_boosting,pct_clustered_30d,0.01373133708675697
7,gradient_boosting,max_grid_cell_count_30d,0.001388642729582127
7,gradient_boosting,b_value_180d,0.025823751053967763
7,gradient_boosting,a_value_180d,0.02136795270210732
